N° de Commande,Date de Commande,Date de Livraison,Id Client,Canal,Id Produit,Quantité
CDE - 0002741,01/09/17,2017-01-24,Id48,Grossiste,14,9
CDE - 0003918,01/09/17,2017-01-12,Id31,Grossiste,13,6
CDE - 0004955,01/09/17,2017-01-15,Id23,Export,13,8
CDE - 0005615,01/09/17,2017-01-17,Id40,Grossiste,5,5
CDE - 0001521,01/10/17,2017-01-19,Id5,Export,12,7
CDE - 0003239,01/10/17,2017-01-24,Id34,Détaillant,14,6
CDE - 0005857,01/10/17,2017-01-14,Id36,Grossiste,6,9
CDE - 0006447,01/10/17,2017-01-22,Id7,Détaillant,3,5
CDE - 0007054,01/10/17,2017-01-18,Id48,Détaillant,5,8
CDE - 000657,01/11/17,2017-01-22,Id18,Export,13,10
CDE - 0003221,01/11/17,2017-01-18,Id49,Grossiste,4,9
CDE - 0003879,01/11/17,2017-01-18,Id6,Grossiste,9,9
CDE - 0005097,01/11/17,2017-01-26,Id1,Détaillant,4,12
CDE - 000521,01/12/17,2017-01-21,Id41,Grossiste,5,5
CDE - 0003792,01/12/17,2017-01-20,Id27,Grossiste,9,7
CDE - 0004448,01/12/17,2017-01-21,Id44,Grossiste,4,11
CDE - 0005756,01/12/17,2017-01-15,Id34,Export,4,5
CDE - 0007230,01/12/17,2017-01-16,Id50,Détaillant,9,6
CDE - 0003422,01/13/17,2017-01-20,Id33,Détaillant,3,11
CDE - 0004790,01/13/17,2017-01-18,Id29,Export,5,12
CDE - 0007086,01/13/17,2017-01-25,Id18,Grossiste,14,7
CDE - 0007336,01/13/17,2017-01-24,Id4,Détaillant,9,11
CDE - 0008075,01/13/17,2017-01-29,Id30,Grossiste,13,7
CDE - 000893,01/14/17,2017-02-01,Id4,Détaillant,14,11
CDE - 0003170,01/14/17,2017-02-01,Id23,Détaillant,14,11
CDE - 0003190,01/14/17,2017-01-31,Id28,Grossiste,6,10
CDE - 0003227,01/14/17,2017-01-27,Id39,Grossiste,1,7
CDE - 0005834,01/14/17,2017-01-23,Id28,Grossiste,5,7
CDE - 0006227,01/14/17,2017-01-25,Id8,Grossiste,10,11
CDE - 0007460,01/14/17,2017-01-17,Id3,Grossiste,1,10
CDE - 0001326,01/15/17,2017-01-21,Id3,Détaillant,13,12
CDE - 0003367,01/15/17,2017-01-25,Id35,Grossiste,1,5
CDE - 0003549,01/15/17,2017-01-31,Id49,Détaillant,1,12
CDE - 0006511,01/15/17,2017-01-20,Id45,Détaillant,10,8
CDE - 0006598,01/15/17,2017-01-23,Id9,Grossiste,4,11
CDE - 0007322,01/15/17,2017-01-22,Id11,Grossiste,9,5
CDE - 000107,01/16/17,2017-01-24,Id14,Détaillant,1,10
CDE - 000593,01/16/17,2017-01-27,Id18,Grossiste,13,8
CDE - 000654,01/16/17,2017-01-29,Id12,Grossiste,13,11
CDE - 0001892,01/16/17,2017-01-25,Id14,Détaillant,5,6
CDE - 0002825,01/16/17,2017-01-29,Id47,Grossiste,10,5
CDE - 0004556,01/16/17,2017-01-19,Id37,Détaillant,9,10
CDE - 0005016,01/16/17,2017-01-20,Id50,Détaillant,13,10
CDE - 0005689,01/16/17,2017-01-28,Id1,Détaillant,3,5
CDE - 0006321,01/16/17,2017-01-25,Id12,Détaillant,14,9
CDE - 000144,01/17/17,2017-01-25,Id21,Grossiste,5,7
CDE - 000357,01/17/17,2017-01-30,Id49,Grossiste,3,8
CDE - 0001466,01/17/17,2017-01-27,Id24,Grossiste,4,10
CDE - 0002331,01/17/17,2017-01-25,Id18,Grossiste,6,6
CDE - 0002409,01/17/17,2017-01-29,Id6,Grossiste,9,9
CDE - 0002878,01/17/17,2017-01-25,Id34,Détaillant,1,11
CDE - 0003178,01/17/17,2017-01-22,Id38,Export,1,5
CDE - 0003419,01/17/17,2017-01-29,Id46,Export,9,10
CDE - 0003637,01/17/17,2017-01-30,Id33,Détaillant,1,6
CDE - 000418,01/18/17,2017-01-27,Id13,Grossiste,13,7
CDE - 0001373,01/18/17,2017-01-29,Id17,Détaillant,5,12
CDE - 0003278,01/18/17,2017-02-05,Id46,Grossiste,5,5
CDE - 0003642,01/18/17,2017-01-21,Id4,Export,5,6
CDE - 0006249,01/18/17,2017-01-31,Id15,Détaillant,1,7
CDE - 0006328,01/18/17,2017-01-25,Id27,Grossiste,6,8
CDE - 0006428,01/18/17,2017-02-04,Id22,Export,14,12
CDE - 0007229,01/18/17,2017-02-04,Id21,Grossiste,14,6
CDE - 0007857,01/18/17,2017-01-29,Id2,Export,4,7
CDE - 0008068,01/18/17,2017-01-30,Id12,Grossiste,10,7
CDE - 000561,01/19/17,2017-01-23,Id48,Grossiste,1,7
CDE - 0002217,01/19/17,2017-02-05,Id21,Grossiste,14,9
CDE - 0003600,01/19/17,2017-02-06,Id45,Grossiste,9,5
CDE - 0003757,01/19/17,2017-01-23,Id44,Grossiste,14,9
CDE - 0003773,01/19/17,2017-01-28,Id37,Grossiste,9,7
CDE - 0004807,01/19/17,2017-02-04,Id14,Grossiste,13,10
CDE - 0005301,01/19/17,2017-01-26,Id39,Export,13,7
CDE - 0005616,01/19/17,2017-02-04,Id10,Grossiste,5,7
CDE - 0007476,01/19/17,2017-02-04,Id2,Export,13,11
CDE - 0001344,01/20/17,2017-02-02,Id49,Grossiste,4,5
CDE - 0002122,01/20/17,2017-01-25,Id42,Grossiste,1,6
CDE - 0002222,01/20/17,2017-02-06,Id19,Grossiste,1,12
CDE - 0005352,01/20/17,2017-01-24,Id19,Détaillant,14,5
CDE - 000219,01/21/17,2017-01-28,Id11,Export,9,8
CDE - 000619,01/21/17,2017-02-02,Id37,Détaillant,1,8
CDE - 0001310,01/21/17,2017-01-31,Id13,Grossiste,10,7
CDE - 0002610,01/21/17,2017-01-26,Id49,Grossiste,5,10
CDE - 0003341,01/21/17,2017-01-25,Id12,Grossiste,5,12
CDE - 0003868,01/21/17,2017-01-25,Id1,Grossiste,1,8
CDE - 0004528,01/21/17,2017-02-03,Id24,Grossiste,5,11
CDE - 0006086,01/21/17,2017-02-02,Id15,Détaillant,3,12
CDE - 0006234,01/21/17,2017-01-28,Id5,Grossiste,13,6
CDE - 0006644,01/21/17,2017-02-03,Id18,Détaillant,1,7
CDE - 0007123,01/21/17,2017-01-30,Id38,Détaillant,9,11
CDE - 0003397,01/22/17,2017-01-28,Id5,Grossiste,13,10
CDE - 0004965,01/22/17,2017-02-07,Id48,Détaillant,14,7
CDE - 0006379,01/22/17,2017-01-27,Id13,Grossiste,5,8
CDE - 0007641,01/22/17,2017-01-25,Id40,Détaillant,9,10
CDE - 0007767,01/22/17,2017-01-28,Id47,Grossiste,1,6
CDE - 0004252,01/23/17,2017-02-05,Id16,Export,5,10
CDE - 0005888,01/23/17,2017-02-04,Id12,Détaillant,3,9
CDE - 0006536,01/23/17,2017-02-08,Id10,Grossiste,4,10
CDE - 0006863,01/23/17,2017-02-01,Id39,Grossiste,13,5
CDE - 0007141,01/23/17,2017-02-02,Id7,Grossiste,13,8
CDE - 0002449,01/24/17,2017-01-29,Id30,Grossiste,1,7
CDE - 0003322,01/24/17,2017-01-28,Id5,Grossiste,6,7
CDE - 0003376,01/24/17,2017-01-31,Id41,Détaillant,5,9
CDE - 0004653,01/24/17,2017-02-10,Id21,Grossiste,1,9
CDE - 0004727,01/24/17,2017-02-11,Id5,Export,1,9
CDE - 000185,01/25/17,2017-02-05,Id8,Export,5,9
CDE - 0005852,01/25/17,2017-01-28,Id23,Grossiste,5,9
CDE - 0006229,01/25/17,2017-02-08,Id32,Grossiste,14,9
CDE - 0007796,01/25/17,2017-02-03,Id27,Détaillant,14,5
CDE - 0001851,01/26/17,2017-02-04,Id17,Export,4,9
CDE - 0003418,01/26/17,2017-02-07,Id40,Export,3,12
CDE - 0003535,01/26/17,2017-02-06,Id10,Grossiste,14,5
CDE - 0004051,01/26/17,2017-02-08,Id10,Grossiste,4,8
CDE - 0005008,01/26/17,2017-02-10,Id38,Détaillant,13,11
CDE - 0005207,01/26/17,2017-02-05,Id32,Grossiste,3,10
CDE - 0005249,01/26/17,2017-01-29,Id15,Grossiste,5,11
CDE - 0006241,01/26/17,2017-02-03,Id44,Grossiste,1,10
CDE - 0007164,01/26/17,2017-01-31,Id2,Grossiste,14,8
CDE - 0004444,01/27/17,2017-02-09,Id14,Grossiste,1,5
CDE - 0004566,01/27/17,2017-02-14,Id40,Export,9,10
CDE - 0004671,01/27/17,2017-02-03,Id37,Grossiste,1,11
CDE - 0007527,01/27/17,2017-02-04,Id25,Grossiste,13,6
CDE - 0004766,01/28/17,2017-02-04,Id47,Détaillant,6,9
CDE - 0007205,01/28/17,2017-02-14,Id5,Export,1,7
CDE - 0001700,01/29/17,2017-02-05,Id41,Grossiste,1,8
CDE - 0004950,01/29/17,2017-02-09,Id46,Détaillant,10,9
CDE - 0003330,01/30/17,2017-02-08,Id27,Export,5,9
CDE - 0004404,01/30/17,2017-02-08,Id21,Grossiste,14,6
CDE - 0004681,01/30/17,2017-02-11,Id1,Détaillant,10,11
CDE - 0005128,01/30/17,2017-02-13,Id43,Détaillant,6,5
CDE - 0005510,01/30/17,2017-02-14,Id15,Grossiste,13,9
CDE - 0006238,01/30/17,2017-02-04,Id2,Grossiste,5,9
CDE - 0007680,01/30/17,2017-02-16,Id30,Grossiste,6,11
CDE - 0007828,01/30/17,2017-02-14,Id3,Export,5,10
CDE - 0008076,01/30/17,2017-02-09,Id46,Grossiste,1,5
CDE - 000531,01/31/17,2017-02-04,Id33,Grossiste,4,6
CDE - 0002336,01/31/17,2017-02-04,Id20,Détaillant,13,9
CDE - 0002721,01/31/17,2017-02-16,Id17,Grossiste,14,10
CDE - 0003215,01/31/17,2017-02-11,Id16,Grossiste,6,11
CDE - 0003944,01/31/17,2017-02-05,Id44,Grossiste,13,12
CDE - 0006288,01/31/17,2017-02-03,Id41,Détaillant,4,9
CDE - 0006474,01/31/17,2017-02-14,Id28,Détaillant,5,7
CDE - 0007429,01/31/17,2017-02-10,Id34,Grossiste,6,6
CDE - 000289,02/01/17,2017-02-10,Id24,Grossiste,3,7
CDE - 000897,02/01/17,2017-02-08,Id14,Détaillant,14,11
CDE - 0001604,02/01/17,2017-02-04,Id44,Export,13,6
CDE - 0002055,02/01/17,2017-02-15,Id4,Grossiste,12,5
CDE - 0002824,02/01/17,2017-02-16,Id11,Grossiste,3,8
CDE - 0003708,02/01/17,2017-02-19,Id14,Détaillant,5,6
CDE - 0004298,02/01/17,2017-02-08,Id19,Détaillant,12,9
CDE - 0006139,02/01/17,2017-02-11,Id29,Détaillant,1,7
CDE - 0006538,02/01/17,2017-02-04,Id19,Grossiste,9,8
CDE - 0007366,02/01/17,2017-02-06,Id36,Export,4,10
CDE - 0007450,02/01/17,2017-02-13,Id33,Détaillant,13,9
CDE - 000754,02/02/17,2017-02-12,Id38,Grossiste,6,7
CDE - 0002307,02/02/17,2017-02-11,Id17,Export,5,11
CDE - 0004232,02/02/17,2017-02-10,Id7,Détaillant,1,7
CDE - 0004355,02/02/17,2017-02-11,Id11,Détaillant,13,12
CDE - 0004548,02/02/17,2017-02-14,Id33,Export,14,6
CDE - 0004604,02/02/17,2017-02-14,Id21,Grossiste,9,5
CDE - 0006403,02/02/17,2017-02-11,Id6,Détaillant,10,5
CDE - 0007042,02/02/17,2017-02-05,Id5,Détaillant,1,12
CDE - 0007067,02/02/17,2017-02-14,Id11,Grossiste,1,11
CDE - 0007654,02/02/17,2017-02-09,Id5,Détaillant,13,11
CDE - 0007986,02/02/17,2017-02-16,Id18,Détaillant,9,7
CDE - 000259,02/03/17,2017-02-13,Id22,Grossiste,9,11
CDE - 0001007,02/03/17,2017-02-14,Id29,Détaillant,5,8
CDE - 0001237,02/03/17,2017-02-16,Id18,Grossiste,1,11
CDE - 0002670,02/03/17,2017-02-12,Id46,Grossiste,1,12
CDE - 0002953,02/03/17,2017-02-06,Id39,Détaillant,1,5
CDE - 0004408,02/03/17,2017-02-15,Id44,Détaillant,5,7
CDE - 000784,02/04/17,2017-02-18,Id35,Export,14,11
CDE - 0002691,02/04/17,2017-02-07,Id1,Détaillant,6,7
CDE - 0004754,02/04/17,2017-02-10,Id33,Grossiste,12,8
CDE - 0005111,02/04/17,2017-02-07,Id47,Export,1,6
CDE - 0005435,02/04/17,2017-02-20,Id46,Grossiste,1,5
CDE - 0005542,02/04/17,2017-02-09,Id7,Détaillant,5,8
CDE - 0005697,02/04/17,2017-02-09,Id43,Détaillant,13,10
CDE - 0007647,02/04/17,2017-02-19,Id29,Grossiste,1,8
CDE - 0007882,02/04/17,2017-02-14,Id43,Détaillant,5,6
CDE - 0001838,02/05/17,2017-02-11,Id30,Grossiste,12,10
CDE - 0002093,02/05/17,2017-02-15,Id24,Export,10,9
CDE - 0004159,02/05/17,2017-02-19,Id3,Grossiste,10,6
CDE - 0004551,02/05/17,2017-02-18,Id42,Grossiste,1,9
CDE - 0005551,02/05/17,2017-02-14,Id22,Détaillant,14,8
CDE - 0006056,02/05/17,2017-02-17,Id4,Grossiste,5,10
CDE - 0007390,02/05/17,2017-02-22,Id4,Grossiste,5,9
CDE - 0001213,02/06/17,2017-02-14,Id23,Détaillant,9,12
CDE - 0002848,02/06/17,2017-02-15,Id22,Grossiste,10,5
CDE - 0004421,02/06/17,2017-02-24,Id13,Détaillant,1,7
CDE - 0006310,02/06/17,2017-02-13,Id21,Grossiste,10,7
CDE - 0006805,02/06/17,2017-02-17,Id48,Export,10,11
CDE - 0001971,02/07/17,2017-02-19,Id26,Détaillant,6,10
CDE - 0004473,02/07/17,2017-02-24,Id5,Export,12,10
CDE - 0005011,02/07/17,2017-02-25,Id17,Grossiste,14,10
CDE - 0007907,02/07/17,2017-02-10,Id33,Détaillant,1,11
CDE - 000646,02/08/17,2017-02-14,Id36,Détaillant,5,11
CDE - 0001557,02/08/17,2017-02-13,Id15,Détaillant,4,8
CDE - 0002749,02/08/17,2017-02-18,Id37,Détaillant,13,10
CDE - 0003066,02/08/17,2017-02-24,Id38,Grossiste,3,12
CDE - 0004179,02/08/17,2017-02-23,Id48,Détaillant,5,11
CDE - 0007133,02/08/17,2017-02-11,Id1,Grossiste,5,8
CDE - 0007242,02/08/17,2017-02-13,Id39,Grossiste,1,12
CDE - 0007526,02/08/17,2017-02-12,Id43,Grossiste,1,11
CDE - 0001162,02/09/17,2017-02-18,Id25,Export,9,6
CDE - 0002309,02/09/17,2017-02-26,Id27,Grossiste,9,12
CDE - 0002850,02/09/17,2017-02-12,Id28,Grossiste,1,12
CDE - 0006973,02/09/17,2017-02-27,Id3,Grossiste,3,12
CDE - 0007549,02/09/17,2017-02-15,Id44,Grossiste,5,9
CDE - 0001584,02/10/17,2017-02-15,Id11,Export,14,8
CDE - 0003636,02/10/17,2017-02-27,Id30,Grossiste,3,11
CDE - 0004707,02/10/17,2017-02-24,Id11,Export,13,9
CDE - 0004809,02/10/17,2017-02-23,Id9,Grossiste,13,12
CDE - 0005544,02/10/17,2017-02-26,Id23,Grossiste,5,11
CDE - 0006144,02/10/17,2017-02-20,Id50,Grossiste,6,8
CDE - 0007214,02/10/17,2017-02-20,Id29,Détaillant,3,8
CDE - 0007852,02/10/17,2017-02-15,Id3,Grossiste,1,9
CDE - 0007898,02/10/17,2017-02-25,Id32,Grossiste,6,6
CDE - 000725,02/11/17,2017-02-14,Id26,Grossiste,12,9
CDE - 0001060,02/11/17,2017-02-20,Id4,Grossiste,9,12
CDE - 0005348,02/11/17,2017-02-16,Id32,Export,10,5
CDE - 0007196,02/11/17,2017-02-15,Id48,Export,12,7
CDE - 0007814,02/11/17,2017-02-20,Id43,Détaillant,4,9
CDE - 0001176,02/12/17,2017-02-21,Id50,Détaillant,1,9
CDE - 0001475,02/12/17,2017-02-24,Id16,Grossiste,1,8
CDE - 0003293,02/12/17,2017-02-19,Id15,Grossiste,13,9
CDE - 0003713,02/12/17,2017-02-28,Id27,Grossiste,1,6
CDE - 0005703,02/12/17,2017-02-22,Id10,Grossiste,13,9
CDE - 0006114,02/12/17,2017-03-01,Id27,Grossiste,5,5
CDE - 0006193,02/12/17,2017-02-19,Id18,Détaillant,5,10
CDE - 000663,02/13/17,2017-02-25,Id32,Grossiste,1,11
CDE - 0002379,02/13/17,2017-02-17,Id39,Grossiste,6,5
CDE - 0003370,02/13/17,2017-02-19,Id26,Détaillant,4,10
CDE - 0003858,02/13/17,2017-02-18,Id27,Export,1,12
CDE - 0005639,02/13/17,2017-02-20,Id1,Export,3,5
CDE - 0006636,02/13/17,2017-02-24,Id40,Détaillant,5,7
CDE - 0007447,02/13/17,2017-02-17,Id15,Détaillant,9,9
CDE - 0002732,02/14/17,2017-02-22,Id23,Détaillant,13,8
CDE - 0003117,02/14/17,2017-03-03,Id49,Détaillant,5,7
CDE - 0004490,02/14/17,2017-02-27,Id18,Détaillant,13,5
CDE - 0004541,02/14/17,2017-02-28,Id4,Grossiste,1,10
CDE - 0005324,02/14/17,2017-02-24,Id50,Grossiste,4,5
CDE - 0005410,02/14/17,2017-02-20,Id40,Grossiste,9,11
CDE - 0005478,02/14/17,2017-02-23,Id8,Export,1,10
CDE - 0005850,02/14/17,2017-03-04,Id3,Export,13,8
CDE - 0005989,02/14/17,2017-02-17,Id35,Détaillant,1,6
CDE - 0007424,02/14/17,2017-02-27,Id6,Grossiste,1,7
CDE - 0007677,02/14/17,2017-03-04,Id10,Grossiste,1,11
CDE - 000969,02/15/17,2017-03-04,Id33,Grossiste,1,12
CDE - 0004264,02/15/17,2017-02-20,Id17,Grossiste,5,12
CDE - 0005254,02/15/17,2017-02-27,Id35,Grossiste,10,6
CDE - 0007985,02/15/17,2017-02-24,Id7,Détaillant,9,8
CDE - 0008008,02/15/17,2017-03-01,Id25,Grossiste,1,11
CDE - 000625,02/16/17,2017-03-02,Id39,Grossiste,4,5
CDE - 000801,02/16/17,2017-02-21,Id33,Grossiste,3,5
CDE - 0002933,02/16/17,2017-02-25,Id40,Détaillant,1,6
CDE - 0003533,02/16/17,2017-02-21,Id5,Détaillant,14,12
CDE - 0004466,02/16/17,2017-03-02,Id10,Grossiste,9,8
CDE - 0006673,02/16/17,2017-03-04,Id32,Grossiste,10,5
CDE - 000799,02/17/17,2017-03-02,Id13,Grossiste,6,11
CDE - 0001183,02/17/17,2017-02-23,Id45,Détaillant,13,8
CDE - 0001224,02/17/17,2017-02-25,Id42,Grossiste,5,8
CDE - 0002407,02/17/17,2017-02-25,Id12,Grossiste,3,9
CDE - 0002925,02/17/17,2017-02-24,Id7,Détaillant,5,9
CDE - 0003100,02/17/17,2017-02-26,Id45,Export,12,5
CDE - 0004350,02/17/17,2017-03-02,Id41,Détaillant,13,6
CDE - 0004730,02/17/17,2017-03-03,Id45,Export,6,7
CDE - 0004827,02/17/17,2017-03-01,Id14,Détaillant,9,11
CDE - 0005417,02/17/17,2017-03-05,Id24,Grossiste,1,10
CDE - 0005790,02/17/17,2017-02-24,Id5,Grossiste,10,5
CDE - 0006971,02/17/17,2017-02-28,Id20,Grossiste,3,10
CDE - 000111,02/18/17,2017-03-06,Id21,Export,1,12
CDE - 000267,02/18/17,2017-02-22,Id16,Grossiste,13,6
CDE - 000838,02/18/17,2017-02-28,Id3,Détaillant,14,8
CDE - 0002259,02/18/17,2017-03-04,Id2,Grossiste,6,12
CDE - 0003714,02/18/17,2017-03-06,Id32,Détaillant,14,11
CDE - 0003802,02/18/17,2017-02-23,Id24,Grossiste,5,9
CDE - 0004306,02/18/17,2017-02-23,Id29,Détaillant,1,7
CDE - 0004457,02/18/17,2017-02-23,Id17,Détaillant,1,6
CDE - 0004480,02/18/17,2017-02-27,Id10,Grossiste,4,7
CDE - 0004875,02/18/17,2017-02-22,Id39,Grossiste,6,11
CDE - 0006191,02/18/17,2017-03-01,Id2,Grossiste,6,9
CDE - 0006976,02/18/17,2017-02-22,Id14,Grossiste,5,9
CDE - 0007439,02/18/17,2017-03-08,Id9,Détaillant,1,5
CDE - 0007979,02/18/17,2017-03-04,Id44,Détaillant,4,7
CDE - 000150,02/19/17,2017-03-07,Id20,Grossiste,5,5
CDE - 0001059,02/19/17,2017-03-07,Id16,Grossiste,1,11
CDE - 0002017,02/19/17,2017-02-23,Id45,Grossiste,5,9
CDE - 0002995,02/19/17,2017-02-24,Id16,Détaillant,9,10
CDE - 0005244,02/19/17,2017-03-08,Id43,Grossiste,1,10
CDE - 0006516,02/19/17,2017-03-04,Id6,Détaillant,6,6
CDE - 0006580,02/19/17,2017-03-07,Id26,Détaillant,10,8
CDE - 0007195,02/19/17,2017-03-09,Id25,Export,13,6
CDE - 0007423,02/19/17,2017-02-24,Id49,Détaillant,5,7
CDE - 0007613,02/19/17,2017-03-09,Id32,Détaillant,13,6
CDE - 0001321,02/20/17,2017-03-10,Id29,Grossiste,5,6
CDE - 0001660,02/20/17,2017-03-10,Id45,Détaillant,1,6
CDE - 0006677,02/20/17,2017-03-06,Id18,Grossiste,1,9
CDE - 000343,02/21/17,2017-03-07,Id35,Grossiste,1,11
CDE - 0003430,02/21/17,2017-03-07,Id24,Grossiste,14,8
CDE - 0005566,02/21/17,2017-03-05,Id1,Détaillant,10,8
CDE - 0006014,02/21/17,2017-03-01,Id26,Détaillant,14,7
CDE - 0006954,02/21/17,2017-03-05,Id39,Détaillant,5,8
CDE - 0007510,02/21/17,2017-03-07,Id33,Grossiste,9,9
CDE - 0001449,02/22/17,2017-03-06,Id11,Grossiste,13,6
CDE - 0001754,02/22/17,2017-03-02,Id45,Détaillant,1,11
CDE - 0006578,02/22/17,2017-02-28,Id28,Grossiste,9,10
CDE - 0007992,02/22/17,2017-03-05,Id18,Export,9,12
CDE - 0008012,02/22/17,2017-03-02,Id38,Détaillant,6,8
CDE - 0008043,02/22/17,2017-02-28,Id25,Grossiste,1,8
CDE - 000548,02/23/17,2017-02-26,Id31,Grossiste,1,10
CDE - 0001615,02/23/17,2017-03-04,Id47,Grossiste,5,9
CDE - 0001911,02/23/17,2017-03-05,Id43,Détaillant,13,5
CDE - 0002751,02/23/17,2017-02-27,Id1,Grossiste,5,7
CDE - 0003993,02/23/17,2017-03-03,Id13,Grossiste,1,12
CDE - 0005438,02/23/17,2017-03-01,Id37,Détaillant,5,6
CDE - 0007902,02/23/17,2017-03-11,Id37,Détaillant,5,10
CDE - 000402,02/24/17,2017-03-01,Id43,Détaillant,1,7
CDE - 0001117,02/24/17,2017-03-04,Id11,Grossiste,4,12
CDE - 0002341,02/24/17,2017-03-02,Id38,Détaillant,9,8
CDE - 0005020,02/24/17,2017-03-03,Id21,Détaillant,13,8
CDE - 0005107,02/24/17,2017-03-09,Id7,Détaillant,10,10
CDE - 0005318,02/24/17,2017-03-03,Id9,Détaillant,1,6
CDE - 0006061,02/24/17,2017-03-13,Id7,Grossiste,3,7
CDE - 0006479,02/24/17,2017-03-06,Id48,Détaillant,13,11
CDE - 0007959,02/24/17,2017-03-08,Id48,Export,6,6
CDE - 0001024,02/25/17,2017-03-02,Id40,Grossiste,5,12
CDE - 0001772,02/25/17,2017-03-02,Id32,Grossiste,5,10
CDE - 0003067,02/25/17,2017-03-09,Id3,Grossiste,4,6
CDE - 0004773,02/25/17,2017-03-12,Id34,Détaillant,5,8
CDE - 0006192,02/25/17,2017-03-14,Id28,Export,13,7
CDE - 0008005,02/25/17,2017-03-14,Id29,Détaillant,1,11
CDE - 0001121,02/26/17,2017-03-15,Id31,Détaillant,1,6
