N° de Commande,Date de Commande,Date de Livraison,Id Client,Canal,Id Produit,Quantité
CDE - 0002998,01/08/18,2018-01-24,32,Grossiste,13,11
CDE - 0006591,01/08/18,2018-01-24,18,Détaillant,5,12
CDE - 0007399,01/08/18,2018-01-24,26,Grossiste,4,8
CDE - 0007548,01/08/18,2018-01-23,34,Détaillant,11,11
CDE - 0008036,01/08/18,2018-01-26,9,Export,2,6
CDE - 000449,01/09/18,2018-01-17,42,Grossiste,1,7
CDE - 0001175,01/09/18,2018-01-25,49,Grossiste,9,11
CDE - 0001336,01/09/18,2018-01-17,23,Grossiste,1,6
CDE - 0001558,01/09/18,2018-01-16,11,Détaillant,13,5
CDE - 0001753,01/09/18,2018-01-17,33,Grossiste,7,9
CDE - 0001957,01/09/18,2018-01-19,17,Grossiste,1,9
CDE - 0002145,01/09/18,2018-01-19,19,Grossiste,7,9
CDE - 0004901,01/09/18,2018-01-27,39,Grossiste,13,9
CDE - 0004947,01/09/18,2018-01-16,21,Grossiste,7,10
CDE - 0005596,01/09/18,2018-01-15,35,Détaillant,1,10
CDE - 0005917,01/09/18,2018-01-24,28,Grossiste,11,6
CDE - 000283,01/10/18,2018-01-28,11,Grossiste,6,12
CDE - 000372,01/10/18,2018-01-22,21,Grossiste,6,10
CDE - 0001727,01/10/18,2018-01-27,9,Grossiste,5,12
CDE - 0003960,01/10/18,2018-01-23,46,Export,2,7
CDE - 0004650,01/10/18,2018-01-21,18,Grossiste,11,11
CDE - 0004678,01/10/18,2018-01-21,16,Grossiste,11,12
CDE - 0004886,01/10/18,2018-01-18,25,Détaillant,11,10
CDE - 0004917,01/10/18,2018-01-17,1,Grossiste,2,7
CDE - 0005046,01/10/18,2018-01-28,45,Grossiste,1,8
CDE - 0005224,01/10/18,2018-01-14,9,Détaillant,14,8
CDE - 0006283,01/10/18,2018-01-23,29,Grossiste,11,6
CDE - 0007367,01/10/18,2018-01-17,11,Grossiste,13,11
CDE - 0007588,01/10/18,2018-01-17,42,Détaillant,5,6
CDE - 0007728,01/10/18,2018-01-22,15,Grossiste,13,5
CDE - 000812,01/11/18,2018-01-16,5,Grossiste,9,10
CDE - 0003476,01/11/18,2018-01-26,12,Détaillant,5,9
CDE - 0003702,01/11/18,2018-01-26,33,Grossiste,5,8
CDE - 0004700,01/11/18,2018-01-27,20,Grossiste,7,5
CDE - 0005077,01/11/18,2018-01-21,47,Grossiste,11,12
CDE - 0005124,01/11/18,2018-01-25,5,Grossiste,2,12
CDE - 0005523,01/11/18,2018-01-23,38,Grossiste,9,5
CDE - 0006122,01/11/18,2018-01-19,9,Export,7,7
CDE - 0006627,01/11/18,2018-01-24,3,Grossiste,2,5
CDE - 0002477,01/12/18,2018-01-27,18,Grossiste,11,11
CDE - 0002490,01/12/18,2018-01-18,15,Grossiste,11,10
CDE - 0004217,01/12/18,2018-01-25,13,Détaillant,11,7
CDE - 0004367,01/12/18,2018-01-16,6,Détaillant,7,8
CDE - 0005328,01/12/18,2018-01-19,46,Grossiste,9,12
CDE - 0005674,01/12/18,2018-01-25,22,Détaillant,13,11
CDE - 0007094,01/12/18,2018-01-16,8,Détaillant,13,12
CDE - 0007171,01/12/18,2018-01-20,5,Grossiste,7,5
CDE - 0007349,01/12/18,2018-01-29,18,Détaillant,1,6
CDE - 0007703,01/12/18,2018-01-22,44,Grossiste,1,5
CDE - 0008045,01/12/18,2018-01-23,49,Détaillant,7,8
CDE - 000779,01/13/18,2018-01-20,11,Export,2,8
CDE - 0002346,01/13/18,2018-01-27,13,Détaillant,1,10
CDE - 0003587,01/13/18,2018-01-22,1,Grossiste,13,10
CDE - 0003799,01/13/18,2018-01-20,38,Détaillant,2,6
CDE - 0004413,01/13/18,2018-01-25,24,Grossiste,9,5
CDE - 0006167,01/13/18,2018-01-24,9,Export,7,10
CDE - 0006223,01/13/18,2018-01-22,17,Grossiste,1,10
CDE - 0006397,01/13/18,2018-01-22,1,Grossiste,11,6
CDE - 0006427,01/13/18,2018-01-17,34,Export,6,8
CDE - 0002253,01/14/18,2018-01-24,48,Export,6,9
CDE - 0002460,01/14/18,2018-01-20,34,Grossiste,1,7
CDE - 0002725,01/14/18,2018-01-28,15,Grossiste,5,6
CDE - 0002764,01/14/18,2018-01-31,36,Détaillant,11,11
CDE - 0003360,01/14/18,2018-01-20,14,Détaillant,2,10
CDE - 0004327,01/14/18,2018-01-19,46,Détaillant,2,11
CDE - 0006662,01/14/18,2018-01-24,28,Détaillant,11,8
CDE - 0007145,01/14/18,2018-01-31,3,Grossiste,11,10
CDE - 0007666,01/14/18,2018-01-25,17,Grossiste,11,9
CDE - 0001205,01/15/18,2018-01-18,31,Grossiste,13,10
CDE - 0002733,01/15/18,2018-02-01,25,Grossiste,5,7
CDE - 0003834,01/15/18,2018-01-27,49,Export,2,6
CDE - 0006041,01/15/18,2018-01-24,23,Grossiste,10,12
CDE - 0006617,01/15/18,2018-01-28,28,Détaillant,7,12
CDE - 0006727,01/15/18,2018-01-19,20,Détaillant,7,5
CDE - 000193,01/16/18,2018-01-30,25,Grossiste,7,5
CDE - 000904,01/16/18,2018-01-27,4,Grossiste,3,5
CDE - 0001873,01/16/18,2018-01-27,30,Détaillant,5,6
CDE - 0003609,01/16/18,2018-02-03,40,Détaillant,11,8
CDE - 0006103,01/16/18,2018-01-26,5,Détaillant,13,9
CDE - 0007239,01/16/18,2018-01-20,30,Grossiste,5,10
CDE - 0003337,01/17/18,2018-01-30,12,Détaillant,2,6
CDE - 0003403,01/17/18,2018-01-31,47,Grossiste,7,7
CDE - 0005184,01/17/18,2018-01-28,26,Grossiste,5,8
CDE - 0006243,01/17/18,2018-01-27,50,Grossiste,2,6
CDE - 0006322,01/17/18,2018-01-26,35,Export,12,11
CDE - 0006725,01/17/18,2018-02-04,12,Détaillant,10,9
CDE - 000707,01/18/18,2018-01-27,17,Grossiste,7,5
CDE - 0003103,01/18/18,2018-01-24,5,Détaillant,1,11
CDE - 0003985,01/18/18,2018-02-04,7,Export,5,5
CDE - 0004540,01/18/18,2018-01-30,15,Détaillant,7,7
CDE - 0005032,01/18/18,2018-02-01,33,Export,1,5
CDE - 0005610,01/18/18,2018-02-01,35,Export,5,6
CDE - 0006295,01/18/18,2018-01-25,37,Export,5,10
CDE - 0006590,01/18/18,2018-02-04,15,Grossiste,4,5
CDE - 0007965,01/18/18,2018-01-24,48,Grossiste,11,8
CDE - 000367,01/19/18,2018-01-26,21,Détaillant,7,6
CDE - 000705,01/19/18,2018-02-04,16,Détaillant,13,6
CDE - 0001145,01/19/18,2018-02-06,6,Grossiste,7,9
CDE - 0002587,01/19/18,2018-01-28,48,Export,13,12
CDE - 0005749,01/19/18,2018-01-22,34,Export,10,11
CDE - 0006292,01/19/18,2018-01-25,21,Grossiste,14,12
CDE - 0006377,01/19/18,2018-01-24,18,Grossiste,12,5
CDE - 0007136,01/19/18,2018-01-26,46,Grossiste,2,10
CDE - 0007410,01/19/18,2018-02-03,1,Grossiste,13,6
CDE - 000234,01/20/18,2018-02-04,8,Détaillant,10,5
CDE - 0001828,01/20/18,2018-01-27,41,Grossiste,11,11
CDE - 0002555,01/20/18,2018-02-05,26,Grossiste,13,12
CDE - 0002628,01/20/18,2018-01-30,25,Export,1,7
CDE - 0003981,01/20/18,2018-01-31,11,Détaillant,7,10
CDE - 0004240,01/20/18,2018-01-30,18,Grossiste,7,6
CDE - 0005762,01/20/18,2018-01-29,41,Grossiste,11,12
CDE - 0006135,01/20/18,2018-01-26,25,Détaillant,7,5
CDE - 0006847,01/20/18,2018-01-29,42,Export,14,7
CDE - 0007602,01/20/18,2018-02-01,38,Détaillant,5,5
CDE - 0007970,01/20/18,2018-01-23,43,Export,2,11
CDE - 000732,01/21/18,2018-02-05,30,Grossiste,11,7
CDE - 0002527,01/21/18,2018-01-25,23,Grossiste,1,5
CDE - 0002694,01/21/18,2018-01-28,18,Grossiste,7,11
CDE - 0002744,01/21/18,2018-01-30,15,Grossiste,11,12
CDE - 0002758,01/21/18,2018-02-02,14,Grossiste,7,8
CDE - 0002762,01/21/18,2018-02-04,50,Grossiste,7,12
CDE - 0002800,01/21/18,2018-02-07,2,Grossiste,1,6
CDE - 0003346,01/21/18,2018-01-24,47,Grossiste,5,5
CDE - 0003524,01/21/18,2018-02-08,47,Grossiste,5,9
CDE - 0003906,01/21/18,2018-01-26,23,Grossiste,7,11
CDE - 0004634,01/21/18,2018-01-24,26,Détaillant,4,12
CDE - 0004996,01/21/18,2018-02-04,18,Export,9,10
CDE - 0006472,01/21/18,2018-01-31,4,Grossiste,2,11
CDE - 0006653,01/21/18,2018-02-04,44,Export,9,10
CDE - 0006685,01/21/18,2018-01-29,33,Grossiste,11,9
CDE - 0007075,01/21/18,2018-02-07,42,Détaillant,11,12
CDE - 0008083,01/21/18,2018-01-25,42,Grossiste,2,11
CDE - 0002381,01/22/18,2018-01-31,33,Grossiste,1,7
CDE - 0005242,01/22/18,2018-02-01,32,Grossiste,10,8
CDE - 0006624,01/22/18,2018-01-30,22,Grossiste,14,8
CDE - 0001737,01/23/18,2018-02-06,32,Export,8,8
CDE - 0002195,01/23/18,2018-01-29,48,Grossiste,1,7
CDE - 0003203,01/23/18,2018-02-01,35,Grossiste,13,11
CDE - 0006037,01/23/18,2018-02-08,40,Détaillant,10,7
CDE - 0006600,01/23/18,2018-01-27,4,Grossiste,8,10
CDE - 0007324,01/23/18,2018-02-05,36,Détaillant,1,9
CDE - 0007538,01/23/18,2018-02-02,18,Grossiste,10,6
CDE - 0007665,01/23/18,2018-01-26,19,Détaillant,13,5
CDE - 0002033,01/24/18,2018-01-27,34,Grossiste,6,10
CDE - 0003096,01/24/18,2018-02-11,7,Grossiste,11,10
CDE - 0003520,01/24/18,2018-02-01,41,Grossiste,1,11
CDE - 0004012,01/24/18,2018-01-31,24,Détaillant,2,11
CDE - 0004348,01/24/18,2018-01-28,16,Grossiste,5,12
CDE - 0004366,01/24/18,2018-02-03,50,Détaillant,1,10
CDE - 0004724,01/24/18,2018-01-31,43,Grossiste,1,7
CDE - 0002006,01/25/18,2018-02-10,14,Grossiste,1,11
CDE - 0002838,01/25/18,2018-01-29,19,Détaillant,11,11
CDE - 0003342,01/25/18,2018-02-05,38,Grossiste,8,5
CDE - 0004069,01/25/18,2018-02-05,29,Grossiste,2,5
CDE - 0007978,01/25/18,2018-02-01,34,Détaillant,2,9
CDE - 0001000,01/26/18,2018-02-03,27,Grossiste,1,5
CDE - 0001061,01/26/18,2018-02-10,44,Grossiste,1,5
CDE - 0002152,01/26/18,2018-02-11,15,Grossiste,2,10
CDE - 0002323,01/26/18,2018-02-11,13,Détaillant,14,10
CDE - 0002689,01/26/18,2018-02-13,42,Détaillant,7,9
CDE - 0004183,01/26/18,2018-02-04,27,Détaillant,14,9
CDE - 0005450,01/26/18,2018-02-05,50,Grossiste,1,8
CDE - 0006647,01/26/18,2018-02-07,19,Grossiste,11,9
CDE - 000120,01/27/18,2018-02-06,23,Grossiste,7,8
CDE - 000323,01/27/18,2018-02-04,6,Grossiste,7,9
CDE - 000826,01/27/18,2018-02-05,49,Export,11,12
CDE - 0001984,01/27/18,2018-02-06,32,Export,9,12
CDE - 0002144,01/27/18,2018-02-01,20,Détaillant,5,11
CDE - 0003219,01/27/18,2018-02-05,10,Grossiste,2,5
CDE - 0006697,01/27/18,2018-02-11,16,Export,2,10
CDE - 0006852,01/27/18,2018-02-03,6,Grossiste,9,7
CDE - 000201,01/28/18,2018-02-15,23,Grossiste,1,6
CDE - 000542,01/28/18,2018-02-12,19,Détaillant,13,7
CDE - 000902,01/28/18,2018-02-10,20,Grossiste,2,10
CDE - 000956,01/28/18,2018-01-31,45,Export,5,6
CDE - 0001528,01/28/18,2018-01-31,43,Grossiste,13,6
CDE - 0001622,01/28/18,2018-02-07,47,Grossiste,1,6
CDE - 0002011,01/28/18,2018-02-09,35,Grossiste,10,9
CDE - 0003130,01/28/18,2018-02-08,40,Détaillant,11,12
CDE - 0003633,01/28/18,2018-02-07,32,Détaillant,7,8
CDE - 0003787,01/28/18,2018-02-12,20,Grossiste,7,12
CDE - 0004144,01/28/18,2018-02-08,48,Grossiste,11,6
CDE - 0001049,01/29/18,2018-02-09,16,Détaillant,1,7
CDE - 0001063,01/29/18,2018-02-02,44,Grossiste,7,12
CDE - 0001455,01/29/18,2018-02-01,20,Grossiste,2,6
CDE - 0001685,01/29/18,2018-02-03,50,Grossiste,6,6
CDE - 0002301,01/29/18,2018-02-03,24,Détaillant,8,6
CDE - 0003250,01/29/18,2018-02-01,25,Détaillant,11,12
CDE - 0003296,01/29/18,2018-02-12,18,Détaillant,1,7
CDE - 0004579,01/29/18,2018-02-09,15,Export,11,10
CDE - 0005597,01/29/18,2018-02-09,24,Détaillant,2,10
CDE - 0006168,01/29/18,2018-02-04,47,Grossiste,7,6
CDE - 0006799,01/29/18,2018-02-07,14,Grossiste,5,11
CDE - 0007973,01/29/18,2018-02-16,29,Grossiste,11,6
CDE - 0002888,01/30/18,2018-02-16,11,Grossiste,12,11
CDE - 0003693,01/30/18,2018-02-08,5,Grossiste,13,6
CDE - 0004829,01/30/18,2018-02-11,37,Détaillant,11,12
CDE - 0005759,01/30/18,2018-02-12,7,Grossiste,5,9
CDE - 0007731,01/30/18,2018-02-13,28,Export,11,10
CDE - 0007896,01/30/18,2018-02-17,40,Détaillant,11,12
CDE - 000885,01/31/18,2018-02-12,6,Grossiste,5,12
CDE - 0002798,01/31/18,2018-02-14,2,Export,7,9
CDE - 0004545,01/31/18,2018-02-10,23,Grossiste,9,12
CDE - 0004615,01/31/18,2018-02-12,29,Détaillant,11,8
CDE - 0005829,01/31/18,2018-02-05,47,Export,5,10
CDE - 0007539,01/31/18,2018-02-18,45,Détaillant,1,11
CDE - 000592,02/01/18,2018-02-16,48,Grossiste,1,5
CDE - 0001937,02/01/18,2018-02-13,27,Grossiste,4,7
CDE - 0005325,02/01/18,2018-02-09,44,Export,1,9
CDE - 0006353,02/01/18,2018-02-16,2,Grossiste,3,8
CDE - 0006588,02/01/18,2018-02-07,49,Détaillant,13,10
CDE - 0006691,02/01/18,2018-02-19,22,Grossiste,2,11
CDE - 0007252,02/01/18,2018-02-13,31,Export,5,12
CDE - 0007981,02/01/18,2018-02-08,20,Grossiste,2,11
CDE - 0001209,02/02/18,2018-02-19,1,Grossiste,9,12
CDE - 0001734,02/02/18,2018-02-07,25,Détaillant,12,10
CDE - 0002272,02/02/18,2018-02-19,22,Détaillant,9,12
CDE - 0003053,02/02/18,2018-02-05,18,Détaillant,1,7
CDE - 0003358,02/02/18,2018-02-20,20,Export,2,8
CDE - 0004464,02/02/18,2018-02-20,15,Grossiste,13,7
CDE - 000316,02/03/18,2018-02-19,14,Grossiste,7,5
CDE - 000827,02/03/18,2018-02-17,44,Export,9,5
CDE - 0003035,02/03/18,2018-02-20,42,Grossiste,5,12
CDE - 0006504,02/03/18,2018-02-10,41,Grossiste,7,9
CDE - 0001289,02/04/18,2018-02-15,21,Export,6,9
CDE - 0001428,02/04/18,2018-02-22,32,Grossiste,7,11
CDE - 0001980,02/04/18,2018-02-13,12,Grossiste,13,8
CDE - 0002025,02/04/18,2018-02-21,16,Détaillant,12,6
CDE - 0002705,02/04/18,2018-02-18,17,Grossiste,14,7
CDE - 0005602,02/04/18,2018-02-14,9,Détaillant,5,6
CDE - 0006515,02/04/18,2018-02-09,12,Grossiste,5,8
CDE - 0007941,02/04/18,2018-02-16,15,Grossiste,11,9
CDE - 0001664,02/05/18,2018-02-18,43,Export,11,7
CDE - 0002057,02/05/18,2018-02-18,40,Détaillant,14,12
CDE - 0003791,02/05/18,2018-02-08,8,Grossiste,7,8
CDE - 000115,02/06/18,2018-02-13,32,Détaillant,11,5
CDE - 000430,02/06/18,2018-02-21,38,Export,2,7
CDE - 0002583,02/06/18,2018-02-20,20,Export,7,10
CDE - 0002646,02/06/18,2018-02-24,32,Grossiste,10,11
CDE - 0005589,02/06/18,2018-02-21,3,Grossiste,9,9
CDE - 0007403,02/06/18,2018-02-22,13,Détaillant,8,7
CDE - 000438,02/07/18,2018-02-15,4,Grossiste,2,5
CDE - 0001639,02/07/18,2018-02-22,14,Grossiste,1,8
CDE - 0002045,02/07/18,2018-02-19,38,Grossiste,9,8
CDE - 0002672,02/07/18,2018-02-13,17,Export,3,10
CDE - 0003385,02/07/18,2018-02-20,43,Grossiste,10,7
CDE - 0005034,02/07/18,2018-02-16,12,Grossiste,1,7
CDE - 0005227,02/07/18,2018-02-16,33,Détaillant,5,6
CDE - 0005290,02/07/18,2018-02-17,38,Grossiste,2,9
CDE - 0006207,02/07/18,2018-02-22,8,Détaillant,9,6
CDE - 0007899,02/07/18,2018-02-11,23,Grossiste,1,11
CDE - 000790,02/08/18,2018-02-23,13,Détaillant,2,12
CDE - 000889,02/08/18,2018-02-26,31,Grossiste,7,10
CDE - 0003653,02/08/18,2018-02-11,15,Export,1,10
CDE - 0004103,02/08/18,2018-02-11,48,Détaillant,2,6
CDE - 0004323,02/08/18,2018-02-11,45,Détaillant,2,10
CDE - 0005415,02/08/18,2018-02-20,36,Détaillant,7,11
CDE - 0005893,02/08/18,2018-02-23,12,Export,13,11
CDE - 0005977,02/08/18,2018-02-16,6,Détaillant,11,5
CDE - 0006461,02/08/18,2018-02-25,1,Grossiste,6,12
CDE - 0006788,02/08/18,2018-02-20,20,Grossiste,11,11
CDE - 000573,02/09/18,2018-02-27,28,Grossiste,1,9
CDE - 0001268,02/09/18,2018-02-21,42,Export,1,12
CDE - 0001555,02/09/18,2018-02-20,49,Grossiste,1,8
CDE - 0002240,02/09/18,2018-02-14,31,Détaillant,13,10
CDE - 0003671,02/09/18,2018-02-13,30,Grossiste,9,5
CDE - 0004818,02/09/18,2018-02-22,26,Grossiste,7,7
CDE - 0005402,02/09/18,2018-02-27,8,Détaillant,7,6
CDE - 0006552,02/09/18,2018-02-15,7,Grossiste,1,9
CDE - 0001187,02/10/18,2018-02-27,2,Détaillant,2,12
CDE - 0002533,02/10/18,2018-02-17,19,Détaillant,1,11
CDE - 0005007,02/10/18,2018-02-13,46,Détaillant,13,7
CDE - 0005221,02/10/18,2018-02-25,3,Grossiste,10,11
CDE - 0006567,02/10/18,2018-02-16,18,Détaillant,7,12
CDE - 0007715,02/10/18,2018-02-19,23,Grossiste,9,10
CDE - 0007926,02/10/18,2018-02-24,14,Grossiste,2,7
CDE - 000523,02/11/18,2018-02-25,19,Détaillant,13,11
CDE - 000785,02/11/18,2018-02-23,30,Grossiste,2,8
CDE - 0003510,02/11/18,2018-02-22,24,Détaillant,13,11
CDE - 0003845,02/11/18,2018-03-01,9,Export,7,6
CDE - 0005590,02/11/18,2018-02-24,30,Grossiste,7,11
CDE - 0006722,02/11/18,2018-02-17,45,Grossiste,14,11
CDE - 0007160,02/11/18,2018-02-25,48,Grossiste,14,12
CDE - 0007267,02/11/18,2018-02-24,8,Détaillant,2,10
CDE - 000174,02/12/18,2018-02-16,7,Détaillant,11,10
CDE - 000382,02/12/18,2018-03-01,39,Détaillant,6,6
CDE - 000482,02/12/18,2018-03-01,42,Grossiste,7,6
CDE - 0001347,02/12/18,2018-02-17,35,Export,8,11
CDE - 0001970,02/12/18,2018-02-26,29,Grossiste,7,7
CDE - 0002594,02/12/18,2018-02-17,36,Grossiste,8,8
CDE - 0003110,02/12/18,2018-02-15,50,Grossiste,9,7
CDE - 0003621,02/12/18,2018-02-24,19,Grossiste,5,9
CDE - 0003712,02/12/18,2018-02-15,42,Grossiste,9,11
CDE - 0003839,02/12/18,2018-02-27,9,Détaillant,2,12
CDE - 0006706,02/12/18,2018-02-18,48,Export,6,11
CDE - 0007984,02/12/18,2018-02-18,13,Grossiste,1,12
CDE - 000338,02/13/18,2018-02-22,49,Grossiste,5,8
CDE - 0001454,02/13/18,2018-02-17,29,Export,11,7
CDE - 0003481,02/13/18,2018-03-01,6,Détaillant,5,9
CDE - 0005136,02/13/18,2018-02-18,49,Grossiste,2,11
CDE - 0005205,02/13/18,2018-02-26,3,Grossiste,4,11
CDE - 0005213,02/13/18,2018-02-28,43,Grossiste,2,8
CDE - 0005557,02/13/18,2018-02-23,30,Grossiste,7,11
CDE - 0007065,02/13/18,2018-02-28,46,Grossiste,5,11
CDE - 000721,02/14/18,2018-02-24,35,Détaillant,7,9
CDE - 000961,02/14/18,2018-02-19,48,Grossiste,13,12
CDE - 0004322,02/14/18,2018-02-17,21,Grossiste,14,7
CDE - 0006098,02/14/18,2018-03-03,24,Grossiste,2,6
CDE - 0001797,02/15/18,2018-02-20,6,Export,11,8
CDE - 0002531,02/15/18,2018-02-24,27,Grossiste,1,7
CDE - 0003105,02/15/18,2018-02-18,47,Grossiste,7,10
CDE - 0003394,02/15/18,2018-02-24,4,Export,2,6
CDE - 0004136,02/15/18,2018-02-27,30,Grossiste,8,6
CDE - 0004340,02/15/18,2018-03-04,30,Détaillant,13,7
CDE - 000152,02/16/18,2018-02-27,25,Détaillant,13,12
CDE - 000500,02/16/18,2018-03-06,11,Grossiste,1,9
CDE - 0001174,02/16/18,2018-03-01,3,Grossiste,2,9
CDE - 0001426,02/16/18,2018-03-03,39,Grossiste,7,10
CDE - 0001792,02/16/18,2018-03-02,31,Détaillant,11,7
CDE - 0002663,02/16/18,2018-02-23,13,Grossiste,4,5
CDE - 0003008,02/16/18,2018-02-27,14,Détaillant,5,8
CDE - 0003523,02/16/18,2018-03-04,16,Export,13,5
CDE - 0005163,02/16/18,2018-02-28,19,Grossiste,7,9
CDE - 0005169,02/16/18,2018-02-25,30,Grossiste,2,12
CDE - 0006400,02/16/18,2018-03-02,36,Grossiste,7,5
CDE - 0007208,02/16/18,2018-03-01,31,Grossiste,6,9
CDE - 0001505,02/17/18,2018-03-07,19,Détaillant,2,10
CDE - 0001669,02/17/18,2018-03-04,32,Grossiste,13,9
CDE - 0001713,02/17/18,2018-02-20,11,Détaillant,9,11
CDE - 0001715,02/17/18,2018-02-20,24,Grossiste,7,6
CDE - 0003641,02/17/18,2018-02-22,44,Grossiste,5,7
CDE - 0003917,02/17/18,2018-03-02,37,Export,7,9
CDE - 0004161,02/17/18,2018-03-04,31,Grossiste,13,7
CDE - 0006084,02/17/18,2018-02-24,40,Grossiste,10,5
CDE - 0006517,02/17/18,2018-02-27,19,Grossiste,7,11
CDE - 0007152,02/17/18,2018-02-23,3,Grossiste,1,6
CDE - 000982,02/18/18,2018-02-21,43,Grossiste,11,9
CDE - 0001103,02/18/18,2018-02-23,16,Détaillant,2,6
CDE - 0001314,02/18/18,2018-02-28,8,Grossiste,11,7
CDE - 0002121,02/18/18,2018-03-01,26,Grossiste,2,10
CDE - 0005382,02/18/18,2018-02-24,38,Grossiste,14,9
CDE - 0005911,02/18/18,2018-02-26,35,Grossiste,2,9
CDE - 0006822,02/18/18,2018-03-06,38,Détaillant,11,6
CDE - 0007168,02/18/18,2018-03-06,29,Grossiste,9,10
CDE - 0002788,02/19/18,2018-03-02,19,Détaillant,2,7
CDE - 0003118,02/19/18,2018-03-08,36,Grossiste,11,6
CDE - 0005142,02/19/18,2018-02-27,12,Grossiste,5,6
CDE - 0002752,02/20/18,2018-03-05,22,Grossiste,1,8
CDE - 0002773,02/20/18,2018-03-02,12,Grossiste,2,5
CDE - 0003181,02/20/18,2018-03-01,28,Grossiste,11,7
CDE - 0004565,02/20/18,2018-03-02,19,Détaillant,10,6
CDE - 0004750,02/20/18,2018-02-28,28,Grossiste,7,9
CDE - 0005371,02/20/18,2018-02-28,43,Grossiste,13,7
CDE - 0005760,02/20/18,2018-03-01,42,Grossiste,7,7
CDE - 000847,02/21/18,2018-03-01,2,Détaillant,2,9
CDE - 0001269,02/21/18,2018-02-25,33,Grossiste,7,6
CDE - 0001964,02/21/18,2018-03-06,33,Grossiste,9,7
CDE - 0002386,02/21/18,2018-03-08,46,Grossiste,1,10
